,Unnamed: 0,Heading,Text,Datetime,Company,Category,Score,Score_blob
120,120,ESG factors slow FTSE 100 pay says PwC,"Executive pay at FTSE 100 companies continues to show restraint in 2021, new research from PwC shows.",2021-11-23 09:24:45+00:00,"Environmental, Social, and Governance",Governance,-0.1027,0.1363636363636363
121,121,Maersk issues green bond for methanol vessels,Shipping company Maersk has issued a 10-year €500 million green bond to fund 8 ocean-going container vessels which will be capable of operating on carbon neutral methanol by 2024.,2021-11-22 08:45:31+00:00,A.P. Møller - Mærsk A/S (Maersk Group),Environment,0.3818,-0.2
122,122,92% of S&P publishing sustainability reports,The Governance & Accountability Institute has published its 2021 Sustainability Reporting in Focus.,2021-11-17 09:17:47+00:00,92%,Environment,0.0,0.0
123,123,COP26: call for action on cement emissions,At COP26 the World Cement Association will outline three key actions governments can take to accelerate the cement industryâs progress towards net zero.,2021-11-10 09:11:18+00:00,COP26:,Environment,0.4215,0.1
124,124,MS announces sector net-zero targets,Morgan Stanley has announced plans to reach net-zero financed emissions by 2050 in three sectors.,2021-11-08 08:16:14+00:00,Morgan Stanley,Environment,0.0258,0.0
125,125,81% of FTSE 100 companies lack net zero plans,A report from EcoAct shows that just 19% of the FTSE 100 have long-term emissions reduction targets to meet net-zero goals.Â,2021-11-01 08:18:43+00:00,81%,Environment,-0.3182,0.0
126,126,ISS ESG adds EVA Leaders Index Series,ISS ESG has launched the EVA Leaders Index Series to help investors integrate ESG criteria across leading global companies.,2021-10-21 08:45:21+00:00,Institutional Shareholder Services Inc.,Social,0.4939,0.0
127,127,Few FTSE 100 firms have plans for net zero,Fewer than 25% of FTSE 100 companies have published plans to reach net zero carbon emissions which are scientifically backed according to Arabesque.,2021-10-20 08:15:47+00:00,Fewer & Partners (a law firm),Environment,0.0516,-0.1
128,128,ING publishes first integrated climate report,Dutch bank ING has published its first integrated climate report.,2021-09-17 08:46:15+00:00,ING Group N.V.,Environment,0.0,0.25
129,129,Dow publishes INtersections ESG report,"Dow Inc. has released âINtersections,â its first consolidated ESG Report highlighting theÂ  integration of environmental stewardship and social impact throughout the company.",2021-06-25 09:04:50+00:00,The Dow Chemical Company,Environment,0.0,0.1416666666666666
130,130,FCA publishes new plans for climate disclosure,The UK FCA has published new proposals on climate-related disclosure rules for listed companies.,2021-06-23 09:20:03+00:00,Fiat Chrysler Automobiles N.V.,Environment,0.0,0.1363636363636363
131,131,LGIM to divest from four companies,Legal & General Investment Management has said it will divest from four companies due to insufficient action on climate change.,2021-06-21 10:49:56+00:00,Legal & General Investment Management Limited,Environment,0.128,0.05625
132,132,ING leads group to decarbonise steel sector,ING and five other banks have formed a working group to take action on climate in the steel sector.,2021-05-28 07:41:56+00:00,ING Group N.V.,Environment,0.0,-0.0124999999999999
133,133,Shell ordered to cut emissions by 45%,Royal Dutch Shell has been ordered to cut its greenhouse gas emission cuts by a Dutch court.,2021-05-27 08:24:55+00:00,Royal Dutch Shell plc,Environment,-0.5106,0.0
134,134,SPACs target more ESG companies,Data from Nomura Greentech shows US special purpose acquisition companies are increasingly targeting companies with higher ESG standards.Â,2021-05-21 09:11:26+00:00,Special Purpose Acquisition Companies,Environment,0.4019,0.3035714285714286
135,135,Deutsche sets earlier sustainable finance target,"Deutsche Bank says it aims to facilitate over 200bn euros in sustainable finance by the end of 2023, two years earlier than planned.",2021-05-20 13:53:49+00:00,Deutsche Bank AG,Environment,0.0,0.0
136,136,Britainâs Emissions Trading System begins,Britainâs Emissions Trading System (ETS) began on Wednesday with prices higher than EU carbon prices at around Â£50 per tonne.,2021-05-20 11:09:23+00:00,Britainâs,Environment,0.0,0.25
137,137,JPM Chase release carbon reduction targets,JPMorgan Chase has released carbon targets to align its financing activities with the climate goals of the Paris Agreement.,2021-05-16 15:01:30+00:00,JPMorgan Chase & Co.,Environment,0.4939,0.0
138,138,ESG may exclude many firms say Cowen head,"Companies that don’t fully engage with ESG may face total exclusion by investors, Larry Wieseneck, Cowen Co-President, has said.",2021-05-11 09:36:56+00:00,"Environmental, Social, and Governance",Social,0.1263,0.5
139,139,UBS appoints chief sustainability officer,UBS has appointed Michael Baldinger as chief sustainability officer.,2021-05-07 11:53:11+00:00,UBS Group AG,Environment,0.0,0.0
140,140,Eurasian Resources sets up ESG committee,Mining group Eurasian Resources has announced the setting up of an ESG committee.,2021-04-29 08:39:03+00:00,Eurasian Natural Resources Corporation,Environment,0.0,0.0
141,141,Natixis report shows strong growth in ESG,A new survey by Natixis Investment Managers shows that 75% of professional investors are now implementing ESG strategies.,2021-04-23 07:42:29+00:00,Natixis S.A.,Social,0.7096,0.1181818181818181
142,142,Only 25% of firms on target for climate goal,A report by Arabesque has found that only 25% of the worldâs biggest companies are on course to limit the global temperature rise to 1.5 degrees by 2050.,2021-04-22 08:29:18+00:00,OnlyFans,Environment,0.0,0.0
143,143,BHP announces new ESG team,Mining company BHP has created a dedicated ESG team to engage with investors and ratings providers.Â,2021-04-21 08:29:29+00:00,BHP Group,Social,0.7506,0.1363636363636363
144,144,Citi to commit $1tn to sustainable finance,Citi has said it will commit $1 trillion to sustainable finance by 2030.,2021-04-16 11:29:15+00:00,Citigroup Inc.,Environment,0.296,0.0
145,145,Sustainable bond issues hit record high in Q1,"Total issuance of green, social and sustainability bonds reached a record high of $264 billion in the first quarter of this year according to Refinitiv.Â",2021-04-15 08:50:38+00:00,Sustainable Development,Environment,0.1027,0.0486666666666666
146,146,BofA plans environment initiative of $1tn,Bank of America has announced a goal of deploying $1 trillion by 2030 in its Environmental Business Initiative.,2021-04-14 10:57:09+00:00,Bank of America Corporation,Environment,0.0,0.0
147,147,Fitch gives ESG vulnerability scores to utilities,Fitch Ratings has assigned ESG Vulnerability Scores to 100 utilities based in EMEA.,2021-04-13 09:09:37+00:00,Fitch Ratings Inc.,Environment,-0.2263,0.0
148,148,MSCI says link between diversity & ESG rating,A new report by MSCI says that there is a link between the diversity of companiesâ boards and their ESG Rating.,2021-04-06 10:36:43+00:00,MSCI Inc.,Environment,0.0,0.1363636363636363
149,149,VÃ¤rde issues first real estate green bond,VÃ¤rde Partners has issued the first green bond by a residential real estate developer in the Euro market.,2021-03-19 11:13:08+00:00,VÃ¤rde,Environment,0.0,0.0833333333333333
150,150,Study finds pay widely linked to ESG criteria,"Nearly half of FTSE 100 companies use an ESG measure when setting targets for executive pay, a report by PwC and the London Business Schoolâs Centre for Corporate Governance has found.",2021-03-17 14:32:23+00:00,Study Group,Governance,-0.1027,-0.0833333333333333
151,151,BNP Paribas & Baringa develop climate model,BNP Paribas is developing its climate scenario analysis capability with the use of Baringa’s Climate Change Scenario Model.,2021-03-17 08:29:26+00:00,BNP Paribas S.A.,Environment,0.0,0.0
152,152,Cowen to include ESG scores in equity research,US brokers Cowen will now include ESG scores in all their equity research.,2021-03-10 11:34:14+00:00,Cowen Inc.,Governance,0.0,0.0
153,153,SEC sets up Climate and ESG Task Force,The US Securities and Exchange Commission has set up the Climate and ESG Task Force.,2021-03-08 12:19:56+00:00,U.S. Securities and Exchange Commission,Environment,0.296,-0.1
154,154,Toyota to issue $4.7 billion in ESG bonds,Toyota Motors says it plans to issue $4.7 billion in sustainability bonds.,2021-03-04 11:51:28+00:00,Toyota Motor Corporation,Environment,0.0,0.0
155,155,25% of firms will be carbon neutral by 2030,"Almost a quarter of all companies will be carbon neutral by the end of this decade, according to Fidelity Internationalâs annual Analyst Survey.",2021-03-02 12:14:42+00:00,25%,Environment,0.0,0.0
156,156,Aviva to target net zero carbon by 2040,Aviva has today announced its plan to become a net zero carbon emissions company by 2040.,2021-03-01 10:04:27+00:00,Aviva plc,Environment,0.0,0.0
157,157,ING appoints global head of sustainability,Anne-Sophie Castelnau has been appointed INGâs global head of Sustainability.,2021-02-25 11:42:33+00:00,ING Group N.V.,Environment,0.0,0.0
158,158,Amundi to ask companies for climate plans,Amundi has said it will ask companies their plans to reduce emissions at upcoming shareholder meetings.,2021-02-22 08:37:32+00:00,Amundi,Environment,0.0,0.0
159,159,SMI announces FSTF bank members,The Sustainable Markets Initiative has announced the bank executive members of its Financial Services Task Force.,2021-02-18 09:21:22+00:00,Swiss Market Index,Environment,0.0,0.0
160,160,GS says ESG to become core part of strategy,Goldman Sachs has said it plans to issue more ESG bonds in its effort to manage $750 billion in sustainable financing by 2030.,2021-02-15 08:59:05+00:00,"Goldman Sachs Group, Inc.",Environment,0.0,0.5
161,161,BofA sets out emissions targets for 2030,Bank of America has announced plans to achieve net zero greenhouse gas emissions in its operations by 2030.,2021-02-12 09:38:37+00:00,Bank of America Corporation,Environment,0.0,0.0
162,162,SEC appoints ESG policy advisor,The US Securities and Exchange Commission has appointed Satyam Khanna as senior policy adviser on climate and ESG issues.,2021-02-02 09:24:15+00:00,U.S. Securities and Exchange Commission,Environment,0.296,-0.1
163,163,ESMA calls for action on ESG ratings,The European Securities and Markets Authority (ESMA) has written to the European Commission urging them to bring in rules to regulate ESG ratings.,2021-02-01 08:32:06+00:00,ESMA,Governance,0.3612,0.1
164,164,PepsiCo pledges net-zero emissions by 2040,PepsiCo has announced plans to source 100% renewable electricity across all of its company operations by 2040.,2021-01-14 11:13:07+00:00,"PepsiCo, Inc.",Environment,0.0,0.0
165,165,FCA introduces new rule for climate disclosures,The UK Financial Conduct Authority has published a final rule and guidance promoting better climate-related financial disclosures for UK listed companies.,2020-12-22 09:50:51+00:00,Fiat Chrysler Automobiles N.V.,Environment,0.6908,0.125
166,166,VW to tie executive bonuses to ESG targets,Volkswagen says it plans to link top executives’ bonuses to ESG targets.,2020-12-18 09:52:17+00:00,Volkswagen AG,Environment,0.6597,0.5
167,167,MSIM adds new sustainable fixed income fund,Morgan Stanley Investment Management has announced the UK Sustainable Fixed Income Opportunities Fund.,2020-12-14 10:09:21+00:00,Morgan Stanley Investment Management,Environment,0.3818,0.1
168,168,Rathbone Greenbank signs biodiversity pledge,"Rathbone Greenbank Investments has signed the Finance for Biodiversity Pledge, which was launched by 26 financial institutions from ten countries in September.",2020-12-09 11:01:48+00:00,Rathbone Brothers Plc,Environment,0.128,0.0
169,169,Total Produce launches sustainability site,Irish and UK listed fresh produce producer Total Produce has launched its first sustainability website.,2020-12-08 11:10:38+00:00,TotalEnergies SE,Environment,0.4215,0.1375
170,170,Fidelity publishes TCFD disclosures report,Fidelity International has published its first Task Force on Climate-related Financial Disclosures annual report.,2020-12-08 10:16:44+00:00,Fidelity Investments,Environment,0.0,0.0833333333333333
171,171,Deutsche Bank to link pay to sustainability,Deutsche Bank has announced annual growth targets for ESG business and plans to link them to management compensation from 2021.,2020-12-08 09:54:58+00:00,Deutsche Bank AG,Governance,0.3818,0.0
172,172,UK companies slip on sustainability reporting,New research from KPMG shows that the UK’s top 100  companies have slipped behind a number of European countries for sustainability reporting.,2020-12-07 10:09:09+00:00,United Kingdom,Environment,0.2732,0.059090909090909
173,173,Robeco commits to net-zero emissions by 2050,Robeco has announced its intention to achieve net-zero greenhouse gas emissions by 2050 across all its assets under management.,2020-12-04 11:09:11+00:00,Robeco,Environment,0.1779,0.0
174,174,Amundi warns SBI on Adani coal project,"Amundi has warned the State Bank of India that it would sell their green bonds if the bank grants a Rs 5,000 loan to Adani’s Carmichael coal mine in Australia.",2020-12-01 10:20:36+00:00,Amundi,Environment,-0.0516,-0.2
175,175,Engie issues EUR 850m of green hybrid bonds,French utility Engie has issued EUR 850 million of green hybrid bonds,2020-12-01 10:08:17+00:00,Engie,Environment,0.0,-0.1
176,176,Diageo announces 10 year sustainability plan,"Diageo has announced 25 goals in its ‘Society 2030: Spirit of Progress’ plan, designed to make a positive impact on the world by 2030.",2020-11-23 10:35:14+00:00,Diageo plc,Social,0.6486,0.2272727272727272
177,177,Goldman names top ESG stocks from S&P 500,Goldman Sachs has named 50 companies from the S&P 500 that should benefit from ESG inflows.,2020-11-19 11:17:24+00:00,"Goldman Sachs Group, Inc.",Environment,0.4587999999999999,0.5
178,178,UK PM announces plan for green revolution,UK Prime Minister Boris Johnson has announced a 10-point plan to lead a “green industrial revolution”.,2020-11-19 09:40:02+00:00,United Kingdom,Environment,0.0,-0.2
179,179,PCAF launches standards to report emissions,The Partnership for Carbon Accounting Financials (PCAF) has launched the Global GHG Accounting and Reporting Standard for the Financial Industry.,2020-11-19 09:30:40+00:00,Partnership for Carbon Accounting Financials,Environment,0.128,0.0
180,180,Top investors call on companies to use SASB,The Investor Advisory Group of the Sustainability Accounting Standards Board has called on companies to use SASB Standards in disclosures to investors.,2020-11-18 13:05:22+00:00,Topshop,Environment,0.2023,0.5
181,181,S&P Indices announce ESG index rebalancings,S&P Dow Jones Indices has announced the results of its annual Dow Jones Sustainability Indices rebalancing and reconstitution.,2020-11-17 09:58:17+00:00,Standard & Poor's Financial Services LLC,Environment,0.0,0.0
182,182,DWS sets up ESG Advisory Board,DWS has set up the ESG Advisory Board to advise on the firm’s ESG strategy.,2020-11-13 08:55:18+00:00,DWS Group GmbH & Co. KGaA,Governance,0.0,-0.2
183,183,FCA introduces new rules on climate disclosure,The FCA has said that from 1 January 2021 premium listed companies on the London Stock Exchange will have to conform to new climate risk disclosure rules.,2020-11-11 09:38:41+00:00,Fiat Chrysler Automobiles N.V.,Environment,-0.2732,0.1363636363636363
184,184,TD commits to net-zero emissions by 2050,TD Bank Group has announced a commitment to target net-zero greenhouse gas emissions by 2050.,2020-11-10 15:17:22+00:00,Toronto-Dominion Bank,Environment,0.3818,0.0
185,185,Blackstone appoints head of real estate ESG,Blackstone has appointed Eric Duchon as Global Head of Real Estate ESG.,2020-11-09 09:02:49+00:00,The Blackstone Group Inc.,Governance,0.0,0.1
186,186,Janus Henderson appoints head of ESG,Janus Henderson has appointed Paul LaCoursiere as global head of ESG investments.,2020-11-04 11:27:04+00:00,Janus Henderson Group plc,Social,0.0,0.0
187,187,HKSFC proposes climate rules for funds,The Hong Kong Securities and Futures Commission has issued a consultation paper on the disclosure of climate-related risks by fund managers.,2020-11-03 09:42:05+00:00,Hong Kong Securities and Futures Commission,Environment,0.0258,0.0
188,188,Neuberger adds ESG expertise from NNIP,Neuberger Berman has added seven equity investment professionals with ESG expertise to its team in the Hague.,2020-11-03 09:35:14+00:00,Neuberger Berman Group LLC,Governance,0.0,0.0
189,189,Brunel picks Nordea to run climate mandate,Brunel Pension Partnership has chosen Nordea Asset Management to run its £325m climate and environment equity mandate.,2020-10-29 09:56:31+00:00,Brunel University London,Environment,0.3612,0.0
190,190,Cazenove unveils carbon offsetting scheme,Cazenove Capital has appointed Ecologi to offset the carbon footprint of its Charity Responsible Multi-Asset Fund.,2020-10-29 08:23:42+00:00,J.P. Morgan Cazenove,Environment,0.6249,0.2
191,191,Barclays raises £400m in green bond issue,Barclays has announced that it successfully closed a £400m green bond issue on 27 October.,2020-10-28 10:13:51+00:00,Barclays PLC,Environment,0.4939,-0.15
192,192,Refinitiv & Fortune partner on D&I disclosure,Refinitiv and Fortune are to partner in a new standard for corporate diversity and inclusion disclosure,2020-10-27 09:47:38+00:00,Refinitiv,Environment,0.0,0.0454545454545454
193,193,Credit Suisse partners on impact platform,"Credit Suisse and The Conduit Connect have announced a partnership, with Linklaters and Deloitte, on an impact investment platform.",2020-10-27 09:37:46+00:00,Credit Suisse Group AG,Governance,0.3818,0.0
194,194,Nordea leads action on coal power in Vietnam,"Nordea Asset Management is leading 21 investors in a letter to companies involved in the construction of Vung Ang 2, a coal plant in Vietnam.",2020-10-27 09:28:44+00:00,Nordea Bank Abp,Social,0.3612,0.1
195,195,Polar Capital appoints head of sustainability,Polar Capital has appointed Alexander Macdonald as its Group Head of Sustainability.,2020-10-26 09:46:12+00:00,Polar Capital Holdings plc,Environment,0.0,-0.0833333333333333
196,196,Anti-corruption top ESG concern for investors,Anti-corruption is the top ESG concern for institutional investors according to RBC Global Asset Management’s latest Responsible Investment Survey.,2020-10-14 13:12:28+00:00,Anti-corruption,Social,0.6808,0.3
197,197,EC delays introduction of level 2 SFDR rules,The European Commission is to delay the implementation of the Sustainable Finance Disclosure Regulation Level 2 rules.,2020-10-09 09:46:45+00:00,European Commission,Environment,-0.3182,0.0
198,198,Allianz appoints head of sustainable investing,Allianz Global Investors has appointed Matt Christensen as Global Head of Sustainable and Impact Investing.,2020-10-09 09:27:02+00:00,Allianz SE,Environment,0.0,0.0
199,199,Mirabaud AM adds ESG analyst to equity team,Mirabaud Asset Management has hired a senior ESG analyst for its global equity team.,2020-10-06 11:43:28+00:00,Mirabaud Group,Governance,0.3612,0.0
200,200,MUFG appoints head of sustainability,MUFG has announced the appointment of Tobi Petrocelli as director of environmental and sustainability management.,2020-10-05 15:22:53+00:00,"Mitsubishi UFJ Financial Group, Inc.",Environment,0.0,0.0
201,201,ILN launches toolkit to decarbonize portfolios,The Investor Leadership Network has released its latest report Climate Change Mitigation and your portfolio: Practical Tools for Investors.,2020-10-02 09:36:41+00:00,International Lawyers Network,Environment,0.0,0.5
202,202,Five firms removed from UN PRI,Five investment firms have been removed from the United Nations Principles for Responsible Investment for failing to meet its minimum requirements.,2020-09-29 10:02:45+00:00,"Five Below, Inc.",Social,0.2023,0.2
203,203,Patrizia appoints head of ESG,Swiss asset manager Patrizia has appointed a new head of ESG.,2020-09-29 09:54:08+00:00,Patrizia AG,Governance,0.3612,0.1363636363636363
204,204,Big Four firms release ESG reporting metrics,The Big Four accounting firms have developed a set of metrics for companies to use for ESG reporting.,2020-09-24 08:59:57+00:00,"Big Lots, Inc.",Environment,0.0,0.05
205,205,SC says ESG interest growing in Asia,"Asian investors are showing increased interest in ESG investments, says Standard Chartered Private Bank.",2020-09-23 08:11:11+00:00,Santander Consumer USA Holdings Inc.,Social,0.6249,0.0
206,206,Citi appoints new head of ESG research,"Citi has appointed Anita McBain as Managing Director, Head of EMEA ESG Research.",2020-09-15 10:20:12+00:00,Citigroup Inc.,Governance,0.0,0.1363636363636363
207,207,CA100+ puts pressure on emissions,The Climate Action 100+ group says it has written to the world’s largest carbon emitters saying that more action is needed to reduce emissions.,2020-09-14 10:01:01+00:00,CA100+ Annual Investment Forum,Environment,-0.296,0.2333333333333333
208,208,UBS recommends ESG to private clients,UBS is to recommend sustainable solutions for its private clients.,2020-09-11 09:44:48+00:00,UBS Group AG,Environment,0.4939,0.0
209,209,Citi says prepare for new EU ESG rules,Citi says asset managers should start preparing for the introduction of new EU ESG disclosure rules coming in March.,2020-09-10 09:30:52+00:00,Citigroup Inc.,Governance,0.3612,0.1363636363636363
210,210,Ikea commits €600m to SDG investments,The Ingka Group will invest €600m over the next 12 months in companies that have a direct impact towards the Paris Agreement and the UN SDGs.,2020-09-07 09:38:57+00:00,IKEA,Social,0.4939,0.05
211,211,Mark Carney joins Brookfield as head of ESG,Former Bank of England governor Mark Carney has joined Brookfield Asset Management as head of ESG and impact fund investing.,2020-08-27 10:00:36+00:00,Markel Corporation,Governance,0.3612,0.0
212,212,Cazenove Capital wins ESG ‘Olympics’,Cazenove Capital has been awarded £33.5m after winning the ESG Investing Olympics competition.,2020-08-24 08:39:51+00:00,J.P. Morgan Cazenove,Social,0.7269,0.5
213,213,ANZ issues first bank SDG bond in Australia,ANZ has announced the issue of an AUD1.25 billion Tier 2 capital bond linked to the UN Sustainable Development Goals.,2020-08-21 09:38:01+00:00,Australia and New Zealand Banking Group Limited (ANZ),Environment,0.0,0.25
214,214,CaixaBank offsets CO2 with Amazon project,CaixaBank has offset its CO2 emissions by supporting a project to protect the Amazon forest.,2020-08-19 10:30:58+00:00,"CaixaBank, S.A.",Environment,0.7350999999999999,0.25
215,215,Barclays adds to ESG teams,Barclays has expanded its ESG teams in its investment banking division.,2020-08-11 10:26:44+00:00,Barclays PLC,Social,0.0,0.0
216,216,Alphabet issues $5.75bn of sustainability bonds,"Alphabet has issued $5.75 billion in sustainability bonds, a record sustainability bond offering.",2020-08-10 08:26:22+00:00,Alphabet Inc.,Environment,0.0,0.0
217,217,HSBC launches ESG solutions unit,HSBC is forming a new ESG solutions unit to provide clients with advice on sustainable investments.,2020-07-28 09:20:50+00:00,HSBC Holdings plc,Environment,0.1779,0.1363636363636363
218,218,Deutsche Bank to end activity in coal mining,Deutsche Bank has adopted a new fossil fuels policy to end its global business activities in coal mining by 2025.,2020-07-28 07:30:34+00:00,Deutsche Bank AG,Environment,0.0,0.0681818181818181
219,219,MS joins carbon accounting partnership,Morgan Stanley has joined the Partnership for Carbon Accounting Financials global Steering Committee focusing on measuring financed emissions.,2020-07-22 08:04:59+00:00,Morgan Stanley,Environment,0.0,0.0
220,220,HSBC launches ESG portfolio reporting service,HSBC has launched a reporting service for asset owners and managers.,2020-07-21 08:56:48+00:00,HSBC Holdings plc,Governance,0.4587999999999999,0.0
221,221,Climate change and investment returns,"Climate change will have a profound impact on investment returns over the next 30 years, though not all markets will be affected equally, say Schroders.",2020-07-21 08:21:33+00:00,Climate Change,Environment,-0.1531,0.0277777777777777
222,222,US DoL looks to curtail ESG investments,The US Department of Labor has proposed a rule that pensions cannot invest in ESG funds that negatively impact returns.,2020-07-17 08:48:40+00:00,US,Environment,0.0,-0.3
223,223,Deutsche Bank leads three green bond issues,Deutsche Bank has led three green bond issues in the past week despite a sharp drop in issuance this year.,2020-07-16 09:50:20+00:00,Deutsche Bank AG,Environment,0.2057,-0.1916666666666666
224,224,Octopus Renewables acquires two UK wind farms,"Octopus Renewables, the specialist clean energy investor arm of Octopus Group, has acquired two UK operational ROC accredited onshore wind farms with a combined capacity of 16.8MW.",2020-07-13 13:16:07+00:00,Octopus Energy Group Limited,Environment,0.5859,0.3666666666666667
225,225,SEC expresses concern about ESG disclosures,SEC Commissioner Elad Roisman has expressed “serious reservations” about mandating ESG disclosures by public companies.,2020-07-10 11:06:18+00:00,U.S. Securities and Exchange Commission,Governance,0.0,-0.1444444444444444
226,226,Philip Morris publishes ESG overview,"Philip Morris International has published its first Integrated Report, an overview of the firm’s ESG performance.",2020-07-01 09:28:03+00:00,Philip Morris International Inc.,Governance,0.0,0.0166666666666666
227,227,VolkerFitzpatrick and Green Biofuels to reduce emissions.,VolkerFitzpatrick and Green Biofuels building a future with better local air quality and reduced greenhouse gases.,2020-06-29 13:20:08+00:00,VolkerFitzpatrick,Environment,0.4404,0.075
228,228,Large increase in TCFD in FTSE 100 reporting,The number of FTSE 100 companies mentioning the TCFD in their reporting has surged over the last year.,2020-06-24 09:05:35+00:00,Large Scale Investments,Governance,0.0772,0.2142857142857142
229,229,UBS appoints head of sustainable banking,UBS has announced the appointment of Armin Peter as Head of Sustainable Banking EMEA.,2020-06-16 11:13:40+00:00,UBS Group AG,Environment,0.0,0.0
230,230,BHP: Climate Risk and ESG Ratings,"We talk to Dr. Fiona Wild, Head of Climate Change and Sustainability at BHP in Melbourne, Australia about the company’s approach to sustainability and the challenges posed by climate risk.",2020-06-08 12:15:28+00:00,BHP:,Environment,-0.2023,0.1
231,231,Norges Bank cuts fossil fuel firms from fund,Norges Bank has excluded five fossil fuel companies from the Government Pension Fund Global.,2020-05-14 11:00:21+00:00,Norges Bank Investment Management,Governance,-0.34,0.0
232,232,T. Rowe Price says ESG leads in engagement,T. Rowe Price has reported that ESG disclosure was the top issue in its engagements with companies in 2019.,2020-05-13 08:09:39+00:00,"T. Rowe Price Group, Inc.",Governance,0.34,0.5
233,233,Smurfit Kappa cuts emissions by third,Smurfit Kappa has published its latest sustainability report outlining a 33% drop in CO2 emission since 2005,2020-05-09 07:45:40+00:00,Smurfit Kappa Group plc,Environment,-0.2732,0.5
234,234,Total commits to net zero emissions by 2050,Oil and gas producer Total has set a net zero emissions target to be reached by 2050.,2020-05-06 10:54:46+00:00,TotalEnergies SE,Environment,0.1027,0.0
235,235,Asia Metals publishes its first sustainability report,AIM-listed Central Asia Metals publishes its first sustainability report.,2020-05-04 12:58:23+00:00,Asia,Environment,0.0,0.125
236,236,Prada agree sustainability loan with Credit Agricole,Fashion group Prada has agreed a €50 million 5-year sustainability loan with Credit Agricole.,2019-11-06 08:44:43+00:00,Prada S.p.A.,Environment,0.5719,0.0
237,237,Microsoft most popular stock for ESG funds,Microsoft is the most popular stock among ESG funds in the US according to a Forbes report.,2019-11-02 13:49:37+00:00,Microsoft Corporation,Governance,0.4754,0.55
238,238,BP develops plastic recycling technology,BP has developed technology that can recycle PET plastic waste which could mean reduced landfill and incineration.,2019-10-29 10:20:15+00:00,BP p.l.c.,Environment,-0.4215,-0.1374999999999999
239,239,BMO issues sustainability bond,BMO Financial Group has launched its first sustainability bond.,2019-10-22 10:46:51+00:00,Bank of Montreal (BMO Financial Group),Environment,0.128,0.125
240,240,STOXX: ESG exclusions and US stocks,Stoxx looks at the performance of its USA 500 ESG-X index and assesses how the exclusion of some US stocks has helped it outperform the benchmark USA 500 index.,2019-10-15 11:07:46+00:00,STOXX Ltd.,Environment,-0.296,0.0
241,241,PepsiCo issues $1billion green bond,PepsiCo has launched its first green bond worth US$1 billion to fund the firm’s sustainability initiatives.,2019-10-10 09:45:25+00:00,"PepsiCo, Inc.",Environment,0.34,0.0374999999999999
242,242,QSE to promote ESG disclosure in Qatar,The Qatar Stock Exchange will promote ESG and sustainability disclosure for Qatar listed companies.,2019-10-07 09:23:33+00:00,Qatar Stock Exchange,Environment,0.3818,0.0
243,243,"Unilever, M&S and BT top sustainability reporting","Unilever, Marks & Spencer and BT have been ranked highest for sustainability reporting for FTSE100 companies by EcoAct.",2019-10-05 11:59:36+00:00,Unilever PLC,Environment,0.2023,0.5
244,244,McDonald’s: a sustainable finance case study,Research from the Rotterdam School of Management shows how to integrate sustainability into investment analysis using McDonald’s as a case study.,2019-09-30 17:28:17+00:00,McDonalds Corporation,Environment,0.0,0.0
